Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector
TSX,Industrial Alliance Insurance and Financial Services Inc.,IAG,6508546093.28,Canada,QC,Financial Services,
TSXV,Inform Resources Corp.,IRR,1672393.46,Canada,BC,Mining,
TSX,Information Services Corporation,ISV,327425000,Canada,SK,Technology,Internet Software & Services
TSX,Innergex Renewable Energy Inc.,INE,1797331257.85,Canada,QC,Clean Technology,Renewable Energy Production and Distribution
TSX,Innova Gaming Group Inc.,IGG,50836250,Canada,ON,,Consumer Discretionary
TSXV,Innovotech Inc.,IOT,3542659.26,Canada,AB,Life Sciences,Healthcare Services and Supplies
TSXV,Inomin Mines Inc.,MINE,840854.245,Canada,BC,Mining,
TSX,Inovalis Real Estate Investment Trust,INO.UN,218855752.82,UK/Europe,France,Real Estate,Industrial/Office/Retail/Residential
TSX,InPlay Oil Corp.,IPO,96515351.95,Canada,AB,Oil & Gas,
TSXV,Input Capital Corp.,INP,143400674.3,Canada,SK,,"Consumer Staples,Agriculture"
TSX,INSCAPE Corporation,INQ,36139280,Canada,ON,,
TSXV,Inspira Financial Inc.,LND,8668718.3,USA,USA,Financial Services,
TSX,Intact Financial Corporation,IFC,14051219752.38,Canada,ON,Financial Services,
TSXV,Intact Gold Corp.,ITG,1126530.22,Canada,BC,Mining,
TSX,Integrated Asset Management Corp.,IAM,41276563.65,Canada,ON,Financial Services,
TSXV,IntelGenx Technologies Corp.,IGX,62979103.44,Canada,QC,Life Sciences,Pharmaceuticals
TSX,IntelliPharmaCeutics International Inc.,IPCI,48602980.08,Canada,ON,Life Sciences,Pharmaceuticals
TSXV,Intema Solutions Inc.,ITM,3188672.84,Canada,QC,Technology,Software
TSX,Inter Pipeline Ltd.,IPL,9195836560.74,Canada,AB,Utilities & Pipelines,
TSXV,Inter-Rock Minerals Inc.,IRO,5202096.53,Canada,ON,Mining,
TSXV,Intercept Energy Services Inc.,IES,779298.975,Canada,BC,,Energy Services
TSXV,Interconnect Ventures Corporation,IVC,497754,Canada,BC,Mining,
TSX,Interfor Corporation,IFP,1359291131.55,Canada,BC,,Forest Products & Paper
TSX,Intermap Technologies Corporation,IMP,11477391.31,USA,USA,Technology,IT Consulting & Services
TSXV,International Barrier Technology Inc.,IBH,16627161.24,Canada,BC,,
TSXV,International Bethlehem Mining Corp.,IBC,340528.44,Canada,BC,Mining,
TSXV,International Corona Capital Corp.,IC,2740178.44,Canada,BC,Mining,
TSXV,International Frontier Resources Corp.,IFR,37661086.575,Canada,AB,Oil & Gas,
TSXV,International Lithium Corp.,ILC,7744481.46,Canada,BC,Mining,
TSXV,International Millennium Mining Corp.,IMI,4257561.9,Canada,BC,Mining,
TSXV,International Montoro Resources Inc.,IMT,3813026.3,Canada,BC,Mining,
TSXV,International Parkside Products Inc.,IPD,2811180.6,Canada,BC,,Consumer Discretionary
TSX,International Petroleum Corporation,IPCO,378063937.8,Canada,BC,Oil & Gas,
TSXV,International Samuel Exploration Corp.,ISS,1372672.35,Canada,BC,Mining,
TSXV,International SoftRock Oil Company Limited,SOF,635980,Canada,AB,Oil & Gas,
TSX,International Tower Hill Mines Ltd.,ITH,105555447.4,USA,USA,Mining,
TSXV,Internet of Things Inc.,ITT,11147066.775,Canada,ON,Technology,IT Consulting & Services
TSX,InterRent Real Estate Investment Trust,IIP.UN,643458705.16,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSXV,Intertainment Media Inc.,INT,,Canada,ON,Technology,Software
TSX,Intertape Polymer Group Inc.,ITP,1424671656.3,Canada,QC,,
TSXV,Intigold Mines Ltd.,IGD,1085071.95,Canada,BC,Mining,
TSXV,Intouch Insight Ltd.,INX,6678890.1,Canada,ON,Technology,Software
TSX,Intrinsyc Technologies Corporation,ITC,37652103.26,Canada,BC,Technology,Communication Technology
TSX,INV Metals Inc.,INV,82402204.83,Canada,ON,Mining,
TSXV,Inventronics Limited,IVX,572668.85,Canada,AB,,
TSXV,Inventus Mining Corp.,IVS,15045660.45,Canada,ON,Mining,
TSX,Investment Grade Infrastructure Bond Fund,IFB.UN,34617727.35,Canada,ON,Closed-End Funds,
TSX,Investment Grade Managed Duration Income Fund,PFU.UN,12768996.69,Canada,ON,Closed-End Funds,
TSXV,Invictus MD Strategies Corp.,IMH,51377908.51,Canada,BC,Life Sciences,"Medical Marijuana,Cannabis"
TSXV,InZinc Mining Ltd.,IZN,7702318.995,Canada,BC,Mining,
TSXV,IOU Financial Inc.,IOU,16295987.8,Canada,QC,Financial Services,
TSXV,Iplayco Corporation Ltd.,IPC,11687304.72,Canada,BC,,Consumer Discretionary
TSXV,Ironhorse Oil & Gas Inc.,IOG,3485728,Canada,AB,Oil & Gas,
TSXV,Ironside Resources Inc.,IRC,754280.15,Canada,BC,Mining,
TSX,iShares 1-10 Year Laddered Corporate Bond Index ETF,CBH,241330000,Canada,ON,ETP,
TSX,iShares 1-10 Year Laddered Government Bond Index ETF,CLG,225069250,Canada,ON,ETP,
TSX,iShares 1-5 Year Laddered Corporate Bond Index ETF,CBO,1864553000,Canada,ON,ETP,
TSX,iShares 1-5 Year Laddered Government Bond Index ETF,CLF,926275000,Canada,ON,ETP,
TSX,iShares Alternatives Completion Portfolio Builder Fund,XAL,16812000,Canada,ON,ETP,
TSX,iShares Balanced Growth CorePortfolio Index ETF,CBN,42782000,Canada,ON,ETP,
TSX,iShares Balanced Income CorePortfolio Index ETF,CBD,76036000,Canada,ON,ETP,
TSX,iShares BRIC Index ETF,CBQ,64102500,Canada,ON,ETP,
TSX,iShares Canadian Corporate Bond Index ETF,XCB,1702575000,Canada,ON,ETP,
TSX,iShares Canadian Financial Monthly Income ETF,FIE,522112649.2,Canada,ON,ETP,
TSX,iShares Canadian Government Bond Index ETF,XGB,468600000,Canada,ON,ETP,
TSX,iShares Canadian Growth Index ETF,XCG,47680000,Canada,ON,ETP,
TSX,iShares Canadian HYBrid Corporate Bond Index ETF,XHB,525051000,Canada,ON,ETP,
TSX,iShares Canadian Real Return Bond Index ETF,XRB,427122000,Canada,ON,ETP,
TSX,iShares Canadian Select Dividend Index ETF,XDV,1416813000,Canada,ON,ETP,
TSX,iShares Canadian Value Index ETF,XCV,65104000,Canada,ON,ETP,
TSX,iShares China Index ETF,XCH,30732000,Canada,ON,ETP,
TSX,iShares Conservative Core Portfolio Builder Fund,XCR,10453500,Canada,ON,ETP,
TSX,iShares Conservative Short Term Strategic Fixed Income ETF,XSC,196614000,Canada,ON,ETP,
TSX,iShares Conservative Strategic Fixed Income ETF,XSE,214749000,Canada,ON,ETP,
TSX,iShares Convertible Bond Index ETF,CVD,131539500,Canada,ON,ETP,
TSX,iShares Core Canadian Long Term Bond Index ETF,XLB,339450000,Canada,ON,ETP,
TSX,iShares Core Canadian Short Term Bond Index ETF,XSB,2184346500,Canada,ON,ETP,
TSX,iShares Core Canadian Short Term Corporate + Maple Bond Index ETF,XSH,693360000,Canada,ON,ETP,
TSX,iShares Core Canadian Universe Bond Index ETF,XBB,2213280000,Canada,ON,ETP,
TSX,iShares Core MSCI All Country World ex Canada Index ETF,XAW,328614000,Canada,ON,ETP,
TSX,iShares Core MSCI Canadian Quality Dividend Index ETF,XDIV,11730000,Canada,ON,ETP,
TSX,iShares Core MSCI EAFE IMI Index ETF,XEF,1150800000,Canada,ON,ETP,
TSX,iShares Core MSCI EAFE IMI Index ETF (CAD-Hedged),XFH,142155000,Canada,ON,ETP,
TSX,iShares Core MSCI Emerging Markets IMI Index ETF,XEC,325501000,Canada,ON,ETP,
TSX,iShares Core MSCI Global Quality Dividend Index ETF,XDG,5634000,Canada,ON,ETP,
TSX,iShares Core MSCI Global Quality Dividend Index ETF (CAD-Hedged),XDGH,2989500,Canada,ON,ETP,
TSX,iShares Core MSCI US Quality Dividend Index ETF,XDU,6077500,Canada,ON,ETP,
TSX,iShares Core MSCI US Quality Dividend Index ETF (CAD-Hedged),XDUH,3512250,Canada,ON,ETP,
TSX,iShares Core S&P 500 Index ETF,XUS,896118000,Canada,ON,ETP,
TSX,iShares Core S&P 500 Index ETF (CAD-Hedged),XSP,4215372000,Canada,ON,ETP,
TSX,iShares Core S&P U.S. Total Market Index ETF,XUU,131812500,Canada,ON,ETP,
TSX,iShares Core S&P U.S. Total Market Index ETF (CAD-Hedged),XUH,64020000,Canada,ON,ETP,
TSX,iShares Core S&P/TSX Capped Composite Index ETF,XIC,3104676000,Canada,ON,ETP,
TSX,iShares Diversified Monthly Income ETF,XTR,635627000,Canada,ON,ETP,
TSX,iShares Edge MSCI Min Vol Canada Index ETF,XMV,94149000,Canada,ON,ETP,
TSX,iShares Edge MSCI Min Vol EAFE Index ETF,XMI,222618000,Canada,ON,ETP,
TSX,iShares Edge MSCI Min Vol EAFE Index ETF (CAD-Hedged),XML,37605000,Canada,ON,ETP,
TSX,iShares Edge MSCI Min Vol Emerging Markets Index ETF,XMM,77640000,Canada,ON,ETP,
TSX,iShares Edge MSCI Min Vol Global Index ETF,XMW,102400500,Canada,ON,ETP,
TSX,iShares Edge MSCI Min Vol Global Index ETF (CAD-Hedged),XMY,4398000,Canada,ON,ETP,
TSX,iShares Edge MSCI Min Vol USA Index ETF,XMU,128862500,Canada,ON,ETP,
TSX,iShares Edge MSCI Min Vol USA Index ETF (CAD-Hedged),XMS,9000000,Canada,ON,ETP,
TSX,iShares Edge MSCI Multifactor Canada Index ETF,XFC,20592000,Canada,ON,ETP,
TSX,iShares Edge MSCI Multifactor EAFE Index ETF,XFI,67305000,Canada,ON,ETP,
TSX,iShares Edge MSCI Multifactor EAFE Index ETF (CAD-Hedged),XFF,35730000,Canada,ON,ETP,
TSX,iShares Edge MSCI Multifactor USA Index ETF,XFS,91494000,Canada,ON,ETP,
TSX,iShares Edge MSCI Multifactor USA Index ETF (CAD-Hedged),XFA,68202000,Canada,ON,ETP,
TSX,iShares Equal Weight Banc & Lifeco ETF,CEW,180427000,Canada,ON,ETP,
TSX,iShares Floating Rate Index ETF,XFR,323771000,Canada,ON,ETP,
TSX,iShares Global Agriculture Index ETF,COW,242291000,Canada,ON,ETP,
TSX,iShares Global Completion Portfolio Builder Fund,XGC,10552500,Canada,ON,ETP,
TSX,iShares Global Healthcare Index ETF (CAD-Hedged),XHC,239815500,Canada,ON,ETP,
TSX,iShares Global Infrastructure Index ETF,CIF,70720000,Canada,ON,ETP,
TSX,iShares Global Monthly Dividend Index ETF (CAD-Hedged),CYH,173465000,Canada,ON,ETP,
TSX,iShares Global Real Estate Index ETF,CGR,116901000,Canada,ON,ETP,
TSX,iShares Global Water Index ETF,CWW,110473750,Canada,ON,ETP,
TSX,iShares Gold Bullion ETF,CGL,407380000,Canada,ON,ETP,
TSX,iShares Growth Core Portfolio Builder Fund,XGR,15323000,Canada,ON,ETP,
TSX,iShares High Quality Canadian Bond Index ETF,XQB,454292250,Canada,ON,ETP,
TSX,iShares India Index ETF,XID,69987000,Canada,ON,ETP,
TSX,iShares J.P. Morgan USD Emerging Markets Bond Index ETF (CAD-Hedged),XEB,44464500,Canada,ON,ETP,
TSX,iShares Jantzi Social Index ETF,XEN,60112000,Canada,ON,ETP,
TSX,iShares MSCI Brazil Index ETF,XBZ,14938500,Canada,ON,ETP,
TSX,iShares MSCI EAFE Index ETF (CAD-Hedged),XIN,1397228000,Canada,ON,ETP,
TSX,iShares MSCI Emerging Markets Index ETF,XEM,241345000,Canada,ON,ETP,
TSX,iShares MSCI Europe IMI Index ETF,XEU,282408000,Canada,ON,ETP,
TSX,iShares MSCI Europe IMI Index ETF (CAD-Hedged),XEH,173347500,Canada,ON,ETP,
TSX,iShares MSCI World Index ETF,XWD,469352000,Canada,ON,ETP,
TSX,iShares NASDAQ 100 Index ETF (CAD-Hedged),XQQ,192400000,Canada,ON,ETP,
TSX,iShares Premium Money Market ETF,CMR,130025500,Canada,ON,ETP,
TSX,iShares S&P Global Consumer Discretionary Index ETF (CAD-Hedged),XCD,45892500,Canada,ON,ETP,
TSX,iShares S&P Global Industrials Index ETF (CAD-Hedged),XGI,41121000,Canada,ON,ETP,
TSX,iShares S&P U.S. Mid-Cap Index ETF,XMC,55506000,Canada,ON,ETP,
TSX,iShares S&P U.S. Mid-Cap Index ETF (CAD-Hedged),XMH,109368000,Canada,ON,ETP,
TSX,iShares S&P/TSX 60 Index ETF,XIU,11054380000,Canada,ON,ETP,
TSX,iShares S&P/TSX Canadian Dividend Aristocrats Index ETF,CDZ,1137478500,Canada,ON,ETP,
TSX,iShares S&P/TSX Canadian Preferred Share Index ETF,CPD,1477204500,Canada,ON,ETP,
TSX,iShares S&P/TSX Capped Consumer Staples Index ETF,XST,100681000,Canada,ON,ETP,
TSX,iShares S&P/TSX Capped Energy Index ETF,XEG,989880000,Canada,ON,ETP,
TSX,iShares S&P/TSX Capped Financials Index ETF,XFN,1167680000,Canada,ON,ETP,
TSX,iShares S&P/TSX Capped Information Technology Index ETF,XIT,65076000,Canada,ON,ETP,
TSX,iShares S&P/TSX Capped Materials Index ETF,XMA,139084000,Canada,ON,ETP,
TSX,iShares S&P/TSX Capped REIT Index ETF,XRE,1297348000,Canada,ON,ETP,
TSX,iShares S&P/TSX Capped Utilities Index ETF,XUT,91320000,Canada,ON,ETP,
TSX,iShares S&P/TSX Completion Index ETF,XMD,196160000,Canada,ON,ETP,
TSX,iShares S&P/TSX Composite High Dividend Index ETF,XEI,494426000,Canada,ON,ETP,
TSX,iShares S&P/TSX Global Base Metals Index ETF,XBM,64064000,Canada,ON,ETP,
TSX,iShares S&P/TSX Global Gold Index ETF,XGD,768408000,Canada,ON,ETP,
TSX,iShares S&P/TSX North American Preferred Stock Index ETF (CAD-Hedged),XPF,234910500,Canada,ON,ETP,
TSX,iShares S&P/TSX SmallCap Index ETF,XCS,123786000,Canada,ON,ETP,
TSX,iShares Short Duration High Income ETF (CAD-Hedged),CSD,183728000,Canada,ON,ETP,
TSX,iShares Short Term High Quality Canadian Bond Index ETF,XSQ,118828000,Canada,ON,ETP,
TSX,iShares Short Term Strategic Fixed Income ETF,XSI,144525000,Canada,ON,ETP,
TSX,iShares Silver Bullion ETF,SVR,67320000,Canada,ON,ETP,
TSX,iShares U.S. High Dividend Equity Index ETF,XHU,26040000,Canada,ON,ETP,
TSX,iShares U.S. High Dividend Equity Index ETF (CAD-Hedged),XHD,229458000,Canada,ON,ETP,
TSX,iShares U.S. High Yield Bond Index ETF (CAD-Hedged),XHY,603792000,Canada,ON,ETP,
TSX,iShares U.S. High Yield Fixed income Index ETF (CAD-Hedged),CHB,187756750,Canada,ON,ETP,
TSX,iShares U.S. IG Corporate Bond Index ETF (CAD-Hedged),XIG,131824000,Canada,ON,ETP,
TSX,iShares U.S. Small Cap Index ETF (CAD-Hedged),XSU,267256000,Canada,ON,ETP,
TSX,iShares US Dividend Growers Index ETF (CAD-Hedged),CUD,606112500,Canada,ON,ETP,
TSXV,iSign Media Solutions Inc.,ISD,9755115.21,Canada,ON,Technology,Communication Technology
TSXV,Isoenergy Ltd.,ISO,16081132.2,Canada,BC,Mining,
TSXV,Itafos,IFOS,148325608.09,Canada,ON,Mining,Agriculture
TSXV,Itasca Capital Ltd.,ICL,14613358.61,Canada,BC,Financial Services,
TSX,Ivanhoe Mines Ltd.,IVN,3868946023.56,Canada,BC,Mining,
TSXV,Ivrnet Inc.,IVI,3148847.775,Canada,AB,Technology,Software
TSXV,Jackpot Digital Inc.,JP,14786689.5,Canada,BC,Technology,Internet Software & Services
TSXV,Jadestone Energy Inc.,JSE,70603639.42,Asia,Singapore,Oil & Gas,
TSXV,Jaguar Financial Corp.,JFC,1091038.3,Canada,ON,Financial Services,
TSX,Jaguar Mining Inc.,JAG,84530004.78,Canada,ON,Mining,
TSXV,Jaguar Resources Inc.,JRI,5198335.8,Canada,AB,Oil & Gas,
TSX,Jamieson Wellness Inc.,JWEL,691521878.6,Canada,ON,,Consumer Discretionary
TSXV,Japan Gold Corp.,JG,10160504.97,Canada,BC,Mining,
TSXV,Jasper Mining Corporation,JSP,877801.795,Canada,AB,Mining,
TSXV,Jaxon Minerals Inc.,JAX,19432763.94,Canada,BC,Mining,
TSXV,Jayden Resources Inc.,JDN,7156425.91,Canada,BC,Mining,
TSXV,Jazz Resources Inc.,JZR,1340612.35,Canada,BC,Mining,
TSX,Jean Coutu Group (PJC) Inc. (The),PJC.A,1668479417.58,Canada,QC,,Consumer Staples
TSXV,Jemtec Inc.,JTC,1739957.8,Canada,BC,Technology,Hardware & Equipment
TSXV,Jericho Oil Corporation,JCO,39451741.05,Canada,BC,Oil & Gas,
TSX,JFT Strategies Fund,JFS.UN,146384352.24,Canada,ON,Closed-End Funds,
TSX,Journey Energy Inc.,JOY,101829066,Canada,AB,Oil & Gas,
TSXV,Jubilee Gold Exploration Ltd.,JUB,3445894.32,Canada,ON,Mining,
TSX,June 2020 Corporate Bond Trust,CBT.UN,22405925.31,Canada,ON,Closed-End Funds,
TSX,June 2021 Investment Grade Bond Pool,RBP.UN,16444086.4,Canada,ON,Closed-End Funds,
TSXV,Junex Inc.,JNX,32734798.74,Canada,QC,Oil & Gas,
TSXV,Jura Energy Corporation,JEC,5526106.24,Canada,AB,Oil & Gas,
TSX,Just Energy Group Inc.,JE,1351379506.49,Canada,ON,Utilities & Pipelines,
TSX,K-Bro Linen Inc.,KBL,385752055.5,Canada,AB,,
TSXV,K2 Gold Corporation,KTO,6597761.19,Canada,BC,Mining,
TSXV,K92 Mining Inc.,KNT,88156617,Canada,BC,Mining,
TSXV,Kairos Capital Corporation,KRS,35482500,Canada,AB,Mining,
TSXV,Kaiyue International Inc.,KYU,1058711.5,Asia,Hong Kong,Mining,
TSXV,Kaizen Discovery Inc.,KZD,27635539.68,Canada,BC,Mining,
TSXV,Kalytera Therapeutics Inc.,KALY,16047521.1,USA,USA,Life Sciences,"Medical Marijuana,Cannabis"
TSXV,Kane Biotech Inc.,KNE,11852030.4,Canada,MB,Life Sciences,Biotechnology
TSXV,Kanzen Capital Corp.,KAN.P,615350,Canada,BC,CPC,
TSXV,Kapuskasing Gold Corp.,KAP,2545382.5,Canada,BC,Mining,
TSXV,Karmin Exploration Inc.,KAR,38338641.5,Canada,ON,Mining,
TSX,Karnalyte Resources Inc.,KRN,15745276.4,Canada,AB,Mining,Agriculture
TSX,Katanga Mining Limited,KAT,1010911618.89,UK/Europe,UK,Mining,
TSXV,KDA Group Inc.,KDA,4523117.97,Canada,QC,,
TSX,Keg Royalties Income Fund (The),KEG.UN,241034805,Canada,BC,,Consumer Discretionary
TSX,Kelso Technologies Inc.,KLS,46442634.48,Canada,BC,,
TSX,Kelt Exploration Ltd.,KEL,1309543906.92,Canada,AB,Oil & Gas,
TSXV,Kenadyr Mining (Holdings) Corp.,KEN,15188219.255,Canada,BC,Mining,
TSXV,Kennady Diamonds Inc.,KDI,160814078.72,Canada,ON,Mining,
TSXV,Kermode Resources Ltd.,KLM,980960.595,Canada,BC,Mining,
TSX,Kerr Mines Inc.,KER,51790925.78,Canada,ON,Mining,
TSXV,Kesselrun Resources Ltd.,KES,4147300.545,Canada,ON,Mining,
TSXV,Kestrel Gold Inc.,KGC,6629123.54,Canada,AB,Mining,
TSX,Kew Media Group Inc.,KEW,121342872,Canada,ON,Comm & Media,
TSX,Keyera Corp.,KEY,7326089827.2,Canada,AB,Utilities & Pipelines,
TSXV,KFG Resources Ltd.,KFG,2276286.48,USA,USA,Oil & Gas,
TSXV,Khalkos Exploration Inc.,KAS,5359565.79,Canada,QC,Mining,
TSX,Killam Apartment Real Estate Investment Trust,KMP.UN,912016214.02,Canada,NS,Real Estate,Real Estate Operating Companies
TSXV,Kilo Goldmines Ltd.,KGL,7636493.475,Canada,ON,Mining,
TSX,Kinaxis Inc.,KXS,2037238497.36,Canada,ON,Technology,Internet Software & Services
TSXV,Kincora Copper Limited,KCC,16702488.625,Canada,BC,Mining,
TSX,Kinder Morgan Canada Limited,KML,1808690940,Canada,AB,Utilities & Pipelines,
TSXV,King George Financial Corporation,KGF,22151617.6,Canada,BC,Real Estate,Real Estate Development and Services
TSXV,King's Bay Gold Corporation,KBG,42214601.85,Canada,MB,Mining,
TSXV,Kingsland Energy Corp.,KLE,1154077.825,Canada,SK,Oil & Gas,
TSXV,Kingsmen Resources Ltd.,KNG,1067325.12,Canada,BC,Mining,
TSX,Kingsway Financial Services Inc.,KFS,177922498,Canada,ON,Financial Services,
TSX,Kinross Gold Corporation,K,6409547551.18,Canada,ON,Mining,
TSXV,Kintavar Exploration Inc.,KTR,3181490.39,Canada,QC,Mining,
TSX,Kirkland Lake Gold Inc.,KLG.DB.A,68154750,Canada,ON,Mining,
TSX,Kirkland Lake Gold Ltd.,KL,2703851953.64,Canada,ON,Mining,
TSXV,Kitrinor Metals Inc.,KIT,157991.47,Canada,ON,Mining,
TSXV,Kivalliq Energy Corporation,KIV,27169640.41,Canada,BC,Mining,
TSX,Klondex Mines Ltd.,KDX,704720750.28,USA,USA,Mining,
TSXV,Klondike Gold Corp.,KG,20606766.545,Canada,BC,Mining,
TSXV,Klondike Silver Corp.,KS,5598794.65,Canada,BC,Mining,
TSXV,"kneat.com, inc.",KSI,25313766.88,UK/Europe,Ireland,Technology,Hardware & Equipment
TSXV,Knick Exploration Inc.,KNX,4879231.76,Canada,QC,Mining,
TSX,Knight Therapeutics Inc.,GUD,1354843949.68,Canada,QC,Life Sciences,Biotechnology
TSXV,Komet Resources Inc.,KMT,23308831.54,Canada,QC,Mining,
TSXV,Kona Bay Technologies Inc.,KBY,956687.76,Canada,BC,Technology,Internet Software & Services
TSXV,Kootenay Silver Inc.,KTN,43674344,Canada,BC,Mining,
TSX,KP Tissue Inc.,KPT,128482553.16,Canada,ON,Clean Technology,Low Impact Material and Products
TSXV,KR Investment Ltd.,KR,1398375,Canada,BC,Oil & Gas,
TSXV,Kraken Sonar Inc.,PNG,7377789.825,Canada,BC,Technology,Hardware & Equipment
TSXV,Kuuhubb Inc.,KUU,24499177.65,UK/Europe,Finland,Technology,Internet Software & Services
TSX,Labrador Iron Ore Royalty Corporation,LIF,1102080000,Canada,ON,Financial Services,
TSXV,Labrador Technologies Inc.,LTX,564630.685,Canada,AB,Technology,Software
TSXV,Lakeview Hotel Investment Corp.,LHR,1564624.48,Canada,MB,Real Estate,Specialized
TSXV,Lamêlée Iron Ore Ltd.,LIR,346512.64,Canada,QC,Mining,
TSX,Lanesborough Real Estate Investment Trust,LRT.UN,3842123.6,Canada,MB,Real Estate,Industrial/Office/Retail/Residential
TSXV,Lara Exploration Ltd.,LRA,25317329.18,Canada,BC,Mining,
TSX,Laramide Resources Ltd.,LAM,37903541.28,Canada,ON,Mining,
TSX,Largo Resources Ltd.,LGO,298007626.14,Canada,ON,Mining,
TSX,Lassonde Industries Inc.,LAS.A,775824940,Canada,QC,,Consumer Staples
TSXV,Latin American Minerals Inc.,LAT,10632212.5,Canada,ON,Mining,
TSXV,Lattice Biologics Ltd.,LBL,10264032.6,USA,USA,Life Sciences,Biotechnology
TSX,Laurentian Bank Of Canada,LB,2415380964.52,Canada,QC,Financial Services,
TSXV,Laurion Mineral Exploration Inc.,LME,2705825.05,Canada,ON,Mining,
TSXV,Le Chateau Inc.,CTU,4194926.68,Canada,QC,,Consumer Discretionary
TSX,LeadFX Inc.,LFX,19509490.53,Canada,ON,Mining,
TSXV,Leading Edge Materials Corp.,LEM,71445385.8,Canada,BC,Mining,
TSX,Leagold Mining Corporation,LMC,422174315.61,Canada,BC,Mining,
TSXV,LED Medical Diagnostics Inc.,LMD,18570632.85,Canada,BC,Life Sciences,Healthcare Facilities and Equipment
TSXV,Legend Gold Corp.,LGN,1228188.96,Canada,BC,Mining,
TSXV,Legend Power Systems Inc.,LPS,38389148.8,Canada,BC,Clean Technology,Energy Efficiency
TSXV,Leis Industries Limited,LES,1984008.25,Canada,BC,Real Estate,Real Estate Development and Services
TSX,Leon's Furniture Limited,LNF,1441754820.12,Canada,ON,,Consumer Discretionary
TSXV,LeoNovus Inc.,LTV,8037925.7,USA,USA,Technology,Internet Software & Services
TSXV,Letho Resources Corp.,LET,1319847.2,Canada,BC,Mining,
TSXV,Leucrotta Exploration Inc.,LXE,360272960.85,Canada,AB,Oil & Gas,
TSX,Levon Resources Ltd.,LVN,45018526.41,Canada,BC,Mining,
TSXV,Lexagene Holdings Inc.,LXG,26221898.88,Canada,BC,Life Sciences,Healthcare Facilities and Equipment
TSXV,LGC Capital Ltd.,QBA,25744984.1,Canada,QC,Financial Services,
TSXV,Libero Mining Corporation,LBC,4198046.58,Canada,BC,Mining,
TSXV,Liberty Biopharma Inc.,LTY,12651100.79,Canada,BC,Life Sciences,Biotechnology
TSX,Liberty Gold Corp.,LGD,69963268.995,Canada,BC,Mining,
TSXV,Liberty One Lithium Corp.,LBY,32665360,Canada,BC,Mining,
TSXV,Lico Energy Metals Inc.,LIC,12801885.96,Canada,MB,Mining,
TSX,Life & Banc Split Corp.,LBS,372836887.04,Canada,ON,Closed-End Funds,
TSX,Limited Duration Investment Grade Preferred Securities Fund,PFD.UN,48534418.17,Canada,ON,Closed-End Funds,
TSX,Linamar Corporation,LNR,4460474848.58,Canada,ON,,
TSXV,Lincoln Mining Corporation,LMG,1147320.945,Canada,BC,Mining,
TSXV,Lingo Media Corporation,LM,10836403.56,Canada,ON,,Consumer Discretionary
TSXV,Lion One Metals Limited,LIO,66119328.6,Canada,BC,Mining,
TSX,Liquor Stores N.A. Ltd.,LIQ,356793299.83,Canada,AB,,Consumer Staples
TSXV,Lite Access Technologies Inc.,LTE,52072951.6,Canada,BC,Technology,Hardware & Equipment
TSXV,Lithion Energy Corp.,LNC,3656089.97,Canada,BC,Mining,
TSX,Lithium Americas Corp.,LAC,444616283.34,Canada,BC,Mining,
TSXV,Lithium Energi Exploration Inc.,LEXI,5625954,Canada,ON,Mining,
TSXV,Lithium Energy Products Inc.,LEP,8418893.75,Canada,BC,Mining,
TSXV,Lithium X Energy Corp.,LIX,172466371.55,Canada,BC,Mining,
TSX,Loblaw Companies Limited,L,27066012478.6,Canada,ON,,Consumer Staples
TSXV,Logan Resources Ltd.,LGR,1709510,Canada,BC,Mining,
TSX,LOGiQ Advantage Bond Fund,MBB.UN,4501504.56,Canada,ON,Closed-End Funds,
TSX,LOGiQ Advantage Oil & Gas Income Fund,AOG.UN,7215199.2,Canada,ON,Closed-End Funds,
TSX,LOGiQ Advantage VIP Income Fund,AV.UN,71664053.75,Canada,ON,Closed-End Funds,
TSX,LOGiQ Asset Management Inc.,LGQ,27051061.68,Canada,ON,Financial Services,
TSX,LOGIQ VIP Income Fund,VIP.UN,154804346.25,Canada,ON,Closed-End Funds,
TSX,Logistec Corporation,LGT.B,474459686.94,Canada,QC,,
TSXV,Lomiko Metals Inc.,LMR,4350652.32,Canada,BC,Mining,
TSX,Loncor Resources Inc.,LN,17455870.52,Canada,ON,Mining,
TSXV,Loopshare Ltd.,LOOP,2850173.37,Canada,BC,Technology,Hardware & Equipment
TSXV,Lorne Park Capital Partners Inc.,LPC,6620558.72,Canada,ON,Financial Services,
TSXV,Lorraine Copper Corp.,LLC,2633310.68,Canada,BC,Mining,
TSXV,Los Andes Copper Limited,LA,64887406.04,Latin America,Chile,Mining,
TSX,Low Volatility Canadian Equities Income Fund,LOW.UN,5296612.2,Canada,ON,Closed-End Funds,
TSX,Low Volatility U.S. Equity Income Fund,LVU.UN,6765663.24,Canada,ON,Closed-End Funds,
TSXV,LSC Lithium Corporation,LSC,71633639.88,Canada,ON,Mining,
TSX,Lucara Diamond Corp.,LUC,1025285815.12,Canada,BC,Mining,
TSXV,Lucky Minerals Inc.,LJ,11763014.94,Canada,BC,Mining,
TSXV,Lumina Gold Corp.,LUM,159914282.01,Canada,BC,Mining,
